price,geo_risk_score,location_rating,grade_of_the_house,number_of_bedrooms,number_of_bathrooms,living_area,investment_score,investment_recommendation
182500,0.2988338192419825,Low Risk,6,2,1.0,1040,34.7341014327809,Low Investment
469950,0.1542274052478133,Low Risk,8,3,3.25,1760,37.874978562853705,Moderate Investment
249000,0.0081632653061224,Low Risk,7,3,1.75,1300,27.8024664411219,Low Investment
720001,0.0034985422740524,Low Risk,7,3,2.5,1430,27.963471102726803,Low Investment
378000,0.0052478134110787,Low Risk,8,3,2.5,2150,32.95857563804743,Low Investment
260000,0.1495626822157434,Low Risk,9,4,2.25,2320,43.185715844779466,Moderate Investment
1050000,0.5839650145772594,Medium Risk,9,3,2.25,2930,61.19282518202086,High Investment Potential
1010000,0.0072886297376093,Low Risk,10,4,3.5,3130,42.660529146723626,Moderate Investment
971000,0.0049562682215743,Low Risk,9,5,3.5,4390,43.93621864330147,Moderate Investment
968000,0.293002915451895,Low Risk,9,4,1.75,2630,49.752202179573125,Moderate Investment
960000,0.0058309037900874,Low Risk,7,3,1.75,2460,30.810776258555368,Low Investment
925000,0.1501457725947522,Low Risk,7,5,3.0,2710,39.25182020860292,Moderate Investment
890776,0.2970845481049562,Low Risk,9,5,2.75,3170,52.35931775307525,Moderate Investment
890000,0.2965014577259475,Low Risk,11,4,2.75,3220,57.469683977487094,Moderate Investment
885000,0.1545189504373177,Low Risk,8,2,2.0,1313,35.69145320465848,Moderate Investment
870000,0.2921282798833818,Low Risk,9,5,2.25,2910,51.46587985843688,Moderate Investment
859900,0.0029154518950437,Low Risk,9,4,2.75,3390,40.180789198796404,Moderate Investment
840000,0.1489795918367347,Low Risk,8,3,2.5,3050,41.114263887373134,Moderate Investment
839000,0.2935860058309038,Low Risk,10,5,4.0,4280,58.18729050061583,Moderate Investment
800000,0.003206997084548,Low Risk,10,4,2.5,2570,40.99993763739262,Moderate Investment
778983,0.1518950437317784,Low Risk,8,4,2.5,2490,40.73355575996632,Moderate Investment
775000,0.1527696793002915,Low Risk,8,4,2.25,4220,45.394209631904715,Moderate Investment
749000,0.2982507288629737,Low Risk,8,3,2.5,3380,47.96746230959916,Moderate Investment
735000,0.2991253644314868,Low Risk,7,3,2.25,2350,42.24843703715252,Moderate Investment
733000,0.146938775510204,Low Risk,9,3,2.5,2160,41.65295208992688,Moderate Investment
725000,0.2950437317784256,Low Risk,11,3,2.5,3410,56.919396329960556,Moderate Investment
720000,0.2927113702623906,Low Risk,9,5,2.75,2860,51.35551363402504,Moderate Investment
699950,0.1536443148688046,Low Risk,7,4,2.0,2070,36.680531953040955,Moderate Investment
689950,0.0081632653061224,Low Risk,8,4,2.75,2520,35.064498526683394,Moderate Investment
680000,0.0002915451895043,Low Risk,7,3,2.25,1820,28.87797196800798,Low Investment
640000,0.2944606413994168,Low Risk,8,4,2.5,2460,46.35596576292855,Moderate Investment
639950,0.2959183673469387,Low Risk,7,2,1.75,1780,39.5960929826476,Moderate Investment
639000,0.0043731778425655,Low Risk,9,3,2.5,2010,35.54925866450476,Moderate Investment
620000,0.2988338192419825,Low Risk,7,4,2.25,1530,41.04426186058839,Moderate Investment
603000,0.297667638483965,Low Risk,8,4,2.5,2670,47.04574297251368,Moderate Investment
600000,0.149271137026239,Low Risk,8,4,1.75,1810,38.810417673562924,Moderate Investment
599000,0.1521865889212827,Low Risk,8,3,1.75,1650,37.49922826273366,Moderate Investment
585000,0.2988338192419825,Low Risk,8,3,1.75,2220,44.88918164668465,Moderate Investment
575000,0.0069970845481049,Low Risk,8,2,1.75,2770,33.68630049422366,Low Investment
570000,0.0075801749271137,Low Risk,10,3,2.5,3150,41.72566689013267,Moderate Investment
543000,0.0046647230320699,Low Risk,8,4,2.25,2060,33.69461031165713,Low Investment
539900,0.293002915451895,Low Risk,8,3,1.75,1650,43.131881323958154,Moderate Investment
538900,0.2950437317784256,Low Risk,9,5,3.0,3040,51.93009151712633,Moderate Investment
535000,0.0061224489795918,Low Risk,7,3,1.0,1660,28.68340063298046,Low Investment
532500,0.2956268221574343,Low Risk,7,3,2.5,2160,41.600473955816085,Moderate Investment
515000,0.2932944606413993,Low Risk,9,3,2.5,3430,50.90290142030838,Moderate Investment
515000,0.1533527696793002,Low Risk,8,3,2.5,2610,40.11272041284046,Moderate Investment
511000,0.1472303206997084,Low Risk,10,5,2.5,3361,49.87584384403112,Moderate Investment
508000,0.0075801749271137,Low Risk,8,6,2.75,2890,38.03047972435728,Moderate Investment
495000,0.1533527696793002,Low Risk,7,2,1.0,970,31.727693674872544,Low Investment
476500,0.2915451895043731,Low Risk,7,3,1.0,1060,38.496032179105406,Moderate Investment
475200,0.0008746355685131,Low Risk,8,3,2.5,1670,31.500226064451752,Low Investment
475000,0.1542274052478133,Low Risk,7,3,1.75,1550,34.3134812366505,Low Investment
464000,0.1501457725947522,Low Risk,8,3,2.5,2460,39.583371010741956,Moderate Investment
459900,0.0008746355685131,Low Risk,8,3,1.75,2340,33.29166991471913,Low Investment
455000,0.4451895043731778,Medium Risk,8,3,2.75,2720,52.080307447654384,Moderate Investment
450000,0.0072886297376093,Low Risk,7,9,7.5,4050,41.12042219485197,Moderate Investment
450000,0.2988338192419825,Low Risk,6,3,1.0,1290,36.40255063064187,Moderate Investment
436472,0.2950437317784256,Low Risk,9,4,2.5,2692,49.99961023370387,Moderate Investment
429000,0.0064139941690962,Low Risk,8,3,3.25,2210,33.16565067585476,Low Investment
420000,0.1495626822157434,Low Risk,9,3,3.0,2700,43.20175862552813,Moderate Investment
420000,0.0072886297376093,Low Risk,7,3,2.75,2300,30.44127780982523,Low Investment
415000,0.007871720116618,Low Risk,6,3,2.75,3900,31.742676291295737,Low Investment
415000,0.2935860058309038,Low Risk,7,4,2.5,2230,42.706007078155935,Moderate Investment
402000,0.1513119533527697,Low Risk,7,4,1.75,1640,35.437504872078705,Moderate Investment
400000,0.2932944606413993,Low Risk,7,3,1.0,1460,39.635521741164,Moderate Investment
400000,0.0,Low Risk,8,3,2.5,2393,33.398395721925134,Low Investment
398950,0.2962099125364431,Low Risk,8,4,3.0,3000,47.86978687578927,Moderate Investment
390000,0.2932944606413993,Low Risk,6,2,1.0,930,34.21840944169875,Low Investment
386000,0.1530612244897959,Low Risk,8,4,2.5,2810,41.63581796354906,Moderate Investment
381000,0.1489795918367347,Low Risk,7,3,1.75,1330,33.51533340608971,Low Investment
379260,0.0049562682215743,Low Risk,7,3,2.5,1730,28.823919178060834,Low Investment
367500,0.2967930029154518,Low Risk,8,4,2.25,1930,45.032147924104706,Moderate Investment
366000,0.2970845481049562,Low Risk,7,3,2.0,1350,39.493007592647444,Moderate Investment
355000,0.2994169096209912,Low Risk,7,3,2.5,1590,40.22801328323537,Moderate Investment
350500,0.2994169096209912,Low Risk,7,3,2.25,1870,40.97667638483965,Moderate Investment
350000,0.1481049562682215,Low Risk,6,3,1.5,1320,30.453610015434744,Low Investment
349900,0.1530612244897959,Low Risk,8,3,2.5,1580,37.34704791007312,Moderate Investment
340000,0.2982507288629737,Low Risk,7,3,2.0,1140,38.978157496764936,Moderate Investment
335000,0.0072886297376093,Low Risk,8,3,2.5,2440,33.81560936062736,Low Investment
334500,0.0072886297376093,Low Risk,7,3,2.0,1700,28.836999734958916,Low Investment
327000,0.2944606413994168,Low Risk,7,2,1.0,1070,37.639388222821594,Moderate Investment
325000,0.2979591836734693,Low Risk,7,2,1.0,1100,37.85954381752701,Moderate Investment
319950,0.0067055393586005,Low Risk,8,2,2.5,1280,29.69068146739215,Low Investment
317500,0.1524781341107871,Low Risk,7,4,2.5,2150,36.84778846603576,Moderate Investment
314000,0.1536443148688046,Low Risk,8,4,2.5,1870,39.14577259475219,Moderate Investment
305000,0.1463556851311953,Low Risk,8,3,2.5,2460,39.431767512199684,Moderate Investment
297000,0.0064139941690962,Low Risk,7,3,2.25,1450,28.13356511435743,Low Investment
295000,0.2938775510204081,Low Risk,7,3,1.75,1440,39.60536942049547,Moderate Investment
292000,0.2941690962099125,Low Risk,8,3,2.5,1560,42.93788684304891,Moderate Investment
290700,0.0061224489795918,Low Risk,7,3,2.5,1670,28.7101386008949,Low Investment
290000,0.0049562682215743,Low Risk,7,2,1.5,1076,26.075256076456554,Low Investment
289275,0.1463556851311953,Low Risk,9,3,2.0,2860,43.501286228777225,Moderate Investment
280000,0.0026239067055393,Low Risk,6,2,1.0,720,22.030089958061144,Low Investment
274000,0.1518950437317784,Low Risk,7,3,1.5,1450,33.95280709686472,Low Investment
270000,0.2915451895043731,Low Risk,7,3,1.75,1390,39.37838512028188,Moderate Investment
269950,0.0087463556851311,Low Risk,7,4,2.5,2060,30.857875617779577,Low Investment
253500,0.1486880466472303,Low Risk,6,3,1.0,1220,30.209553951450708,Low Investment
252500,0.1475218658892128,Low Risk,6,2,1.0,770,27.959698164980278,Low Investment
233000,0.0064139941690962,Low Risk,7,3,1.0,1100,27.197736237352082,Low Investment
229000,0.151603498542274,Low Risk,7,3,1.0,1370,33.72724154596904,Low Investment
229000,0.2944606413994168,Low Risk,6,3,1.5,1200,35.98698180570929,Moderate Investment
209000,0.1498542274052478,Low Risk,7,3,2.0,1230,33.282939149685845,Low Investment
205950,0.1483965014577259,Low Risk,6,3,1.0,1490,30.919817277560373,Low Investment
199950,0.2988338192419825,Low Risk,7,1,1.5,1048,36.755491807112456,Moderate Investment
169500,0.2997084548104956,Low Risk,6,3,1.0,1060,35.82256279135031,Moderate Investment
140000,0.1530612244897959,Low Risk,6,2,1.0,900,28.528866091891302,Low Investment
961500,0.2994169096209912,Low Risk,10,3,2.5,3910,55.4312218393851,Moderate Investment
946000,0.1460641399416909,Low Risk,9,4,3.0,3140,45.23828752280133,Moderate Investment
925000,0.2985422740524781,Low Risk,9,4,1.75,2710,50.187680266911954,Moderate Investment
915000,0.1536443148688046,Low Risk,10,4,2.5,3210,48.72866029528694,Moderate Investment
870000,0.2997084548104956,Low Risk,8,3,1.5,2420,45.45892642771394,Moderate Investment
850000,0.2950437317784256,Low Risk,8,3,2.25,1950,44.01565301445253,Moderate Investment
839000,0.4434402332361516,Medium Risk,8,4,2.75,2400,52.154721628911304,Moderate Investment
822500,0.882215743440233,High Potential,7,2,1.0,1450,62.1656350852029,High Investment Potential
810000,0.1504373177842565,Low Risk,9,4,3.5,4170,48.167225331691114,Moderate Investment
799950,0.2938775510204081,Low Risk,9,3,2.25,1860,46.72836407290188,Moderate Investment
790000,0.2962099125364431,Low Risk,9,4,3.5,2720,50.121123774184994,Moderate Investment
785000,0.4431486880466471,Medium Risk,6,2,0.75,1260,41.09493147908513,Moderate Investment
713000,0.4419825072886297,Medium Risk,8,1,1.0,1180,45.834380505448934,Moderate Investment
690000,0.1475218658892128,Low Risk,8,4,2.5,2780,41.334029715782414,Moderate Investment
675000,0.2941690962099125,Low Risk,9,3,2.5,2250,47.78280662914516,Moderate Investment
640000,0.0043731778425655,Low Risk,8,3,3.5,2480,33.805943156483366,Low Investment
639000,0.2950437317784256,Low Risk,7,4,1.75,1830,41.69479739947927,Moderate Investment
618000,0.1495626822157434,Low Risk,7,5,1.75,1880,37.009245256544176,Moderate Investment
600000,0.0081632653061224,Low Risk,8,3,1.0,1440,31.17679799192404,Low Investment
595000,0.146938775510204,Low Risk,8,4,2.25,2050,39.35883444286806,Moderate Investment
590000,0.0020408163265306,Low Risk,9,4,2.5,2340,37.33831714503983,Moderate Investment
589000,0.2921282798833818,Low Risk,7,4,1.75,1920,41.818821034907465,Moderate Investment
589000,0.2991253644314868,Low Risk,8,3,3.0,1720,43.5639450585429,Moderate Investment
540000,0.2944606413994168,Low Risk,10,5,2.75,3160,55.227623516939246,Moderate Investment
534950,0.2991253644314868,Low Risk,8,3,2.25,2130,44.660201743034875,Moderate Investment
527000,0.0084548104956268,Low Risk,7,3,2.25,2240,30.327497232659297,Low Investment
522500,0.3002915451895043,Low Risk,8,3,1.75,1710,43.58385432094915,Moderate Investment
500000,0.1533527696793002,Low Risk,7,2,1.0,1640,33.519137525139925,Low Investment
491000,0.2997084548104956,Low Risk,9,5,3.5,2815,51.51507616033426,Moderate Investment
475000,0.0072886297376093,Low Risk,6,3,1.0,1270,24.68726711463806,Low Investment
474000,0.729737609329446,High Potential,6,2,1.0,1050,51.99699100419388,Moderate Investment
469500,0.0072886297376093,Low Risk,8,5,2.5,2970,37.23272166009261,Moderate Investment
465000,0.1524781341107871,Low Risk,9,4,2.25,3360,46.083082583682824,Moderate Investment
465000,0.2941690962099125,Low Risk,8,2,1.5,1220,41.028795933958,Moderate Investment
455000,0.1536443148688046,Low Risk,7,3,2.5,1600,34.423847461062344,Low Investment
444000,0.1481049562682215,Low Risk,8,4,3.0,2800,41.41082926677164,Moderate Investment
432500,0.0020408163265306,Low Risk,7,3,2.5,1930,29.242060460547854,Low Investment
425000,0.0075801749271137,Low Risk,7,3,1.0,1320,27.83261876179043,Low Investment
420000,0.1481049562682215,Low Risk,7,3,2.0,2020,35.32526776944544,Moderate Investment
420000,0.1481049562682215,Low Risk,8,3,2.5,2060,38.43221964110319,Moderate Investment
406650,0.1498542274052478,Low Risk,6,2,1.0,1070,28.85513166305483,Low Investment
405000,0.2924198250728863,Low Risk,7,2,1.0,1090,37.611231505589245,Moderate Investment
403504,0.2988338192419825,Low Risk,6,4,1.0,1060,36.78757736860978,Moderate Investment
401500,0.2947521865889212,Low Risk,8,4,2.5,3140,48.18580938869054,Moderate Investment
400000,0.0011661807580174,Low Risk,7,4,1.75,1810,29.886219422834067,Low Investment
396500,0.153935860058309,Low Risk,7,3,1.5,1360,33.793798038695996,Low Investment
390000,0.2967930029154518,Low Risk,7,4,2.75,1790,41.657816373302566,Moderate Investment
390000,0.4411078717201166,Medium Risk,8,4,2.75,2500,52.32880684741429,Moderate Investment
385000,0.0034985422740524,Low Risk,7,3,1.75,2160,29.91534276048081,Low Investment
383000,0.2947521865889212,Low Risk,8,4,2.5,2370,46.12698585927877,Moderate Investment
381000,0.0072886297376093,Low Risk,8,5,2.75,3060,37.473363371322556,Moderate Investment
380000,0.4381924198250729,Medium Risk,8,4,2.5,2500,52.212188771612546,Moderate Investment
380000,0.293002915451895,Low Risk,8,4,2.5,2300,45.869849238396654,Moderate Investment
375000,0.2985422740524781,Low Risk,8,3,2.0,1670,43.40693160381035,Moderate Investment
375000,0.1486880466472303,Low Risk,8,4,1.75,1940,39.13468764129028,Moderate Investment
370500,0.1498542274052478,Low Risk,7,4,2.5,1790,35.7802653528944,Moderate Investment
368500,0.2979591836734693,Low Risk,7,5,1.75,2810,45.431736330895994,Moderate Investment
352000,0.2962099125364431,Low Risk,7,4,2.5,2470,43.45267457632403,Moderate Investment
350000,0.0002915451895043,Low Risk,9,4,2.5,2260,37.05444255624327,Moderate Investment
330000,0.1545189504373177,Low Risk,7,6,3.25,2120,38.84920721535367,Moderate Investment
330000,0.1501457725947522,Low Risk,7,3,1.75,1340,33.588718604324846,Low Investment
329500,0.2970845481049562,Low Risk,7,3,2.25,1500,39.89407711136402,Moderate Investment
327500,0.293002915451895,Low Risk,6,2,1.0,830,33.939367954974195,Low Investment
327000,0.1518950437317784,Low Risk,7,4,2.5,1630,35.43409051932461,Moderate Investment
326000,0.2970845481049562,Low Risk,7,3,2.5,1782,40.64808780655119,Moderate Investment
325000,0.1504373177842565,Low Risk,7,4,2.5,1960,36.25813442260021,Moderate Investment
325000,0.1460641399416909,Low Risk,7,2,1.0,1400,32.585881105689026,Low Investment
320000,0.1536443148688046,Low Risk,8,4,2.25,2190,40.001387568014216,Moderate Investment
320000,0.0023323615160349,Low Risk,7,4,2.5,2070,30.628053818930166,Low Investment
316000,0.1510204081632652,Low Risk,7,3,2.25,1900,35.121030230273924,Moderate Investment
315000,0.0014577259475218,Low Risk,7,4,2.5,2080,30.619806364104083,Low Investment
305950,0.0011661807580174,Low Risk,9,4,2.5,2007,36.4129573907485,Moderate Investment
305000,0.2965014577259475,Low Risk,7,4,2.25,2050,42.34134173149779,Moderate Investment
290000,0.0043731778425655,Low Risk,8,4,1.75,2340,34.431611605681226,Low Investment
283500,0.2991253644314868,Low Risk,8,4,2.25,2100,45.57998783929156,Moderate Investment
280000,0.1489795918367347,Low Risk,7,3,2.5,1370,33.622285277747466,Low Investment
279000,0.1533527696793002,Low Risk,7,3,1.5,1780,34.893469075942065,Low Investment
270000,0.0081632653061224,Low Risk,7,3,2.25,1400,28.069846120266284,Low Investment
268500,0.2979591836734693,Low Risk,8,4,1.75,1670,44.38360798865,Moderate Investment
267500,0.2979591836734693,Low Risk,7,5,3.5,2390,44.308741678489575,Moderate Investment
265000,0.1466472303206997,Low Risk,7,3,2.0,1850,34.81241327699911,Low Investment
261000,0.0049562682215743,Low Risk,7,3,1.0,1660,28.636753402659764,Low Investment
255000,0.1524781341107871,Low Risk,6,3,1.0,1250,30.441371353736297,Low Investment
241450,0.2965014577259475,Low Risk,7,3,1.0,1100,38.80123477962613,Moderate Investment
237000,0.1513119533527697,Low Risk,7,3,2.0,1210,33.28777225175784,Low Investment
225000,0.0011661807580174,Low Risk,6,2,2.5,1360,23.683010866684334,Low Investment
225000,0.0023323615160349,Low Risk,7,3,1.5,1660,28.531797134438186,Low Investment
221000,0.2927113702623906,Low Risk,7,3,2.25,1430,39.53198422226033,Moderate Investment
219000,0.1478134110787172,Low Risk,7,3,1.5,1200,33.12109259288131,Low Investment
215000,0.1521865889212827,Low Risk,6,2,1.0,1010,28.787998316209595,Low Investment
207000,0.0061224489795918,Low Risk,6,2,1.0,820,22.437411328167627,Low Investment
190500,0.1472303206997084,Low Risk,7,3,2.0,1390,33.605790368095285,Low Investment
190000,0.0052478134110787,Low Risk,7,2,1.5,1400,26.953228044464538,Low Investment
185000,0.1472303206997084,Low Risk,6,2,1.0,900,28.295629940287803,Low Investment
183000,0.0014577259475218,Low Risk,6,2,1.0,670,21.849752888168254,Low Investment
172500,0.1513119533527697,Low Risk,6,3,1.0,1040,29.833226797212394,Low Investment
1050000,0.1518950437317784,Low Risk,8,4,2.75,3950,44.637299075474345,Moderate Investment
1050000,0.442274052478134,Medium Risk,9,4,4.5,3180,57.1936358959168,Moderate Investment
950000,0.5889212827988337,Medium Risk,9,3,2.5,2700,60.77610264885175,High Investment Potential
895000,0.2935860058309038,Low Risk,8,4,2.0,1710,44.31563274660513,Moderate Investment
880000,0.2932944606413993,Low Risk,8,4,2.5,3070,47.94033457538859,Moderate Investment
870000,0.2970845481049562,Low Risk,10,3,2.5,3210,53.466269624733,Moderate Investment
855000,0.2997084548104956,Low Risk,9,3,2.0,3120,50.33058418172464,Moderate Investment
829000,0.297667638483965,Low Risk,9,4,3.0,3310,51.75697291903774,Moderate Investment
825000,0.0046647230320699,Low Risk,10,3,2.75,3040,41.3149311672721,Moderate Investment
802000,0.5871720116618075,Medium Risk,9,2,1.75,2110,58.12859169641882,Moderate Investment
800000,0.0040816326530612,Low Risk,7,2,1.0,1050,25.97075193713849,Low Investment
790500,0.0084548104956268,Low Risk,9,4,2.75,3350,40.29541167116197,Moderate Investment
790000,0.5877551020408162,Medium Risk,9,4,2.75,2840,62.103786969333186,High Investment Potential
775000,0.7370262390670552,High Potential,8,4,2.75,2740,64.80725277123835,High Investment Potential
772000,0.0043731778425655,Low Risk,7,4,2.5,2500,31.859419092312244,Low Investment
765000,0.1481049562682215,Low Risk,9,3,2.75,2250,41.94024103147753,Moderate Investment
750000,0.0081632653061224,Low Risk,8,3,2.25,2250,33.34257339299356,Low Investment
750000,0.1498542274052478,Low Risk,8,3,3.75,2460,39.57170920316178,Moderate Investment
740000,0.151603498542274,Low Risk,10,4,3.0,3350,49.02135919302786,Moderate Investment
715000,0.1527696793002915,Low Risk,8,4,2.5,2450,40.6615893110491,Moderate Investment
698000,0.0087463556851311,Low Risk,9,3,2.5,2580,37.24824994933038,Moderate Investment
679950,0.2985422740524781,Low Risk,9,5,2.75,3600,53.567359411296984,Moderate Investment
595000,0.1466472303206997,Low Risk,7,4,1.75,2000,36.21348279571569,Moderate Investment
547500,0.0043731778425655,Low Risk,7,3,2.0,1850,29.12145117787374,Low Investment
545000,0.0020408163265306,Low Risk,9,3,2.5,1900,35.16184655680454,Moderate Investment
539950,0.1524781341107871,Low Risk,7,3,2.0,1560,34.270248359083894,Low Investment
535000,0.2959183673469387,Low Risk,8,3,2.75,1320,42.36614645858343,Moderate Investment
524400,0.3002915451895043,Low Risk,8,4,1.75,1990,45.33251742255343,Moderate Investment
520000,0.1475218658892128,Low Risk,8,4,2.5,2280,39.99713132006049,Moderate Investment
518000,0.4457725947521866,Medium Risk,8,4,2.5,2560,52.67582357618372,Moderate Investment
510500,0.1466472303206997,Low Risk,7,3,1.0,1270,33.26161113796168,Low Investment
500000,0.0,Low Risk,7,3,2.75,1560,28.171122994652407,Low Investment
499000,0.1501457725947522,Low Risk,8,3,2.5,1460,36.90957421929811,Moderate Investment
490000,0.2915451895043731,Low Risk,7,3,2.0,2370,41.99870597589685,Moderate Investment
487500,0.0043731778425655,Low Risk,7,5,3.5,3530,35.61342978749941,Moderate Investment
484000,0.0043731778425655,Low Risk,8,6,2.5,3300,38.998456525467326,Moderate Investment
480000,0.1536443148688046,Low Risk,6,2,1.75,1170,29.27411484074149,Low Investment
478000,0.0029154518950437,Low Risk,8,3,1.75,2790,34.57651112393009,Low Investment
475000,0.2935860058309038,Low Risk,6,3,1.0,1380,36.43327980542866,Moderate Investment
475000,0.1527696793002915,Low Risk,8,3,2.5,2160,38.88618824153038,Moderate Investment
470000,0.0046647230320699,Low Risk,7,3,1.0,1170,27.3149311672721,Low Investment
470000,0.0020408163265306,Low Risk,8,4,2.5,1990,33.40248826803449,Low Investment
465000,0.297667638483965,Low Risk,7,4,2.25,2140,42.628630673048434,Moderate Investment
450000,0.0034985422740524,Low Risk,8,3,2.5,1670,31.605182332673326,Low Investment
442573,0.1481049562682215,Low Risk,7,3,1.75,1780,34.683556539498916,Low Investment
435000,0.0026239067055393,Low Risk,8,6,3.5,2400,36.522068567686816,Moderate Investment
435000,0.0052478134110787,Low Risk,7,3,2.0,1380,27.89975210863566,Low Investment
415950,0.007871720116618,Low Risk,7,3,1.75,1150,27.389735114825147,Low Investment
415000,0.2973760932944606,Low Risk,7,1,1.0,760,35.92712929327575,Moderate Investment
409000,0.0029154518950437,Low Risk,7,3,2.5,1950,29.33052181911726,Low Investment
408000,0.2941690962099125,Low Risk,8,3,3.0,1500,42.77745903556227,Moderate Investment
407000,0.0020408163265306,Low Risk,7,4,2.5,2927,32.90783586161737,Low Investment
395825,0.2950437317784256,Low Risk,8,2,2.5,1590,42.05308616953275,Moderate Investment
392000,0.1466472303206997,Low Risk,7,2,1.5,940,31.37925819678521,Low Investment
390000,0.2970845481049562,Low Risk,8,3,2.0,2360,45.193542352005736,Moderate Investment
385000,0.1536443148688046,Low Risk,8,3,1.75,1800,37.95860681935112,Moderate Investment
380000,0.0058309037900874,Low Risk,8,2,2.0,1370,29.89633775588157,Low Investment
376000,0.5892128279883381,Medium Risk,7,6,2.5,2420,57.039101354827636,Moderate Investment
375000,0.146938775510204,Low Risk,8,4,2.25,2100,39.49252428244025,Moderate Investment
372500,0.0011661807580174,Low Risk,8,4,2.25,1920,33.18033706989289,Low Investment
368000,0.1481049562682215,Low Risk,7,3,1.75,1750,34.603342635755595,Low Investment
367950,0.151603498542274,Low Risk,7,3,1.75,2290,36.18713459409738,Moderate Investment
367000,0.4431486880466471,Medium Risk,7,3,1.75,2000,47.07354110475359,Moderate Investment
365000,0.1513119533527697,Low Risk,8,5,2.75,3260,43.76905567421774,Moderate Investment
350000,0.1481049562682215,Low Risk,7,3,2.0,1320,33.45361001543475,Low Investment
350000,0.0087463556851311,Low Risk,7,3,2.0,1680,28.841832837030914,Low Investment
335000,0.003206997084548,Low Risk,7,2,1.75,1660,27.566782557178712,Low Investment
330000,0.2967930029154518,Low Risk,8,4,2.5,2080,45.43321744282128,Moderate Investment
322000,0.0026239067055393,Low Risk,7,3,2.0,1760,28.81083862116275,Low Investment
315000,0.2921282798833818,Low Risk,8,5,2.5,3220,49.29475686378447,Moderate Investment
310000,0.153935860058309,Low Risk,7,4,1.75,1880,36.1841723702468,Moderate Investment
309950,0.2950437317784256,Low Risk,7,1,1.0,1120,36.79640167755414,Moderate Investment
305000,0.297667638483965,Low Risk,6,4,1.75,1000,36.580502330802446,Moderate Investment
305000,0.2950437317784256,Low Risk,8,4,2.5,2510,46.51297921766109,Moderate Investment
299000,0.2947521865889212,Low Risk,7,3,1.75,2100,41.40506072558893,Moderate Investment
299000,0.2941690962099125,Low Risk,7,3,1.0,960,38.3336087681826,Moderate Investment
285000,0.2959183673469387,Low Risk,7,3,2.5,1690,40.35545127141765,Moderate Investment
283700,0.2935860058309038,Low Risk,6,1,1.75,1010,33.44397499259444,Low Investment
278000,0.0008746355685131,Low Risk,8,4,2.25,2400,34.452097722205764,Low Investment
275000,0.0064139941690962,Low Risk,7,2,1.75,2090,28.844795060881495,Low Investment
269950,0.1472303206997084,Low Risk,7,3,1.5,1740,34.541619245100634,Low Investment
249000,0.2932944606413993,Low Risk,7,3,1.75,2120,41.40022762351694,Moderate Investment
231500,0.0061224489795918,Low Risk,7,4,2.25,2080,30.80639528538688,Low Investment
225000,0.1486880466472303,Low Risk,6,4,1.0,1150,31.02238817604964,Low Investment
224400,0.0005830903790087,Low Risk,7,3,1.75,1070,26.884286182005265,Low Investment
221000,0.151603498542274,Low Risk,7,3,1.0,1150,33.139006251851384,Low Investment
220000,0.0069970845481049,Low Risk,7,3,2.25,1470,28.210364665346656,Low Investment
216000,0.2956268221574343,Low Risk,6,3,1.75,1310,36.32774668308881,Moderate Investment
213950,0.2947521865889212,Low Risk,6,3,1.0,1430,36.613616875321554,Moderate Investment
207000,0.2991253644314868,Low Risk,6,3,1.0,860,35.26447981790118,Moderate Investment
206325,0.151603498542274,Low Risk,7,5,2.5,1720,36.663070422974386,Moderate Investment
199400,0.2918367346938775,Low Risk,6,2,1.0,880,34.026410564225685,Low Investment
199000,0.1504373177842565,Low Risk,7,3,1.75,1320,33.54690447607614,Low Investment
179000,0.0002915451895043,Low Risk,6,3,1.0,920,23.471554855708515,Low Investment
1100000,0.1542274052478133,Low Risk,10,3,3.0,3700,49.062144338254775,Moderate Investment
1010000,0.7344023323615159,High Potential,11,4,2.75,3430,75.54721628911304,High Investment Potential
980000,0.2985422740524781,Low Risk,8,3,2.25,2390,45.332065293649926,Moderate Investment
975000,0.1466472303206997,Low Risk,9,6,3.0,3420,48.01027423956596,Moderate Investment
950000,0.1498542274052478,Low Risk,10,4,2.5,2790,47.45406214433825,Moderate Investment
909000,0.1472303206997084,Low Risk,10,4,2.5,3680,49.728785020501704,Moderate Investment
900000,0.2915451895043731,Low Risk,11,4,2.5,3690,58.52811774060273,Moderate Investment
889000,0.153935860058309,Low Risk,9,4,3.5,3210,45.74032210286711,Moderate Investment
875000,0.0029154518950437,Low Risk,8,6,3.25,2820,37.6567250276734,Moderate Investment
835000,0.5912536443148687,Medium Risk,8,3,2.25,2520,57.388113687033254,Moderate Investment
819000,0.0014577259475218,Low Risk,8,3,1.75,1850,32.004833102072,Low Investment
800000,0.1483965014577259,Low Risk,7,5,1.75,1930,37.09628786579567,Moderate Investment
785000,0.1527696793002915,Low Risk,9,4,3.5,3310,45.96105455169081,Moderate Investment
763776,0.1481049562682215,Low Risk,9,4,2.5,2750,44.27713942719945,Moderate Investment
760000,0.29533527696793,Low Risk,9,4,3.0,2840,50.40699396641774,Moderate Investment
727160,0.0061224489795918,Low Risk,8,7,3.75,2310,37.421368547418965,Moderate Investment
688000,0.1489795918367347,Low Risk,10,4,3.0,3400,49.050092764378476,Moderate Investment
685000,0.5897959183673468,Medium Risk,9,4,2.5,2650,61.677398232020074,High Investment Potential
